gid,role,role_score,cluster_id,priority_score,evidence,rule_id,depth,is_seed,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,pagerank,betweenness,hub,authority,pass_through,retained_kzt,unseen_inflow_kzt,n_seed_payers,truncated_by_depth,terminal_status,terminal_p,hold_days_median,fast_out_share,max_same_day_payers,max_same_day_one_payer_tx,flag_fast_transit,flag_sync_collection,flag_structuring,timing_score,downstream_nodes,component_size,is_articulation
100000006994985100,terminal,0.79,7,0.4976,"из 48 тыс. KZT дальше ушло только 21% (10 тыс. KZT на 1 получателя), осело 38 тыс. KZT — сумма остановилась здесь | сквозной транзит за 1 дн. (100% суммы)",R4b.terminal: дальше уходит не более 26% полученного — сумма осела,2,False,1,1,48500.0,10200.0,2,2,0.0005013304862324064,1.9616538287321655e-05,0.0,2.353e-07,0.21030927835051547,38300.0,0.0,0,False,observed_forwarder,0.0,1.0,1.0,1,1,True,False,False,1.0,1,1877,True
100000008356606100,terminal,0.9,10,0.5483,"получил 168 тыс. KZT, 2 перевода от 2 плательщиков; исходящих переводов 0, они проверены обходом на колене 2","R4a.terminal: исходящих переводов нет, они проверены обходом (depth <= 3)",2,False,2,0,168500.0,0.0,2,0,0.0006267853006401138,0.0,-0.0,1.7178e-06,0.0,168500.0,0.0,0,False,observed_sink,1.0,,,1,1,False,False,False,0.0,0,1877,False
100000007930878100,terminal,0.65,44,0.2138,"получил 5 тыс. KZT, 1 перевод от 1 плательщика; исходящих переводов 0, они проверены обходом на колене 2; сумма ниже медианы графа 50 тыс. KZT — мелкий получатель","R4a.terminal: исходящих переводов нет, они проверены обходом (depth <= 3)",2,False,1,0,5000.0,0.0,1,0,0.00048363772579278794,0.0,-0.0,0.0,0.0,5000.0,0.0,0,False,observed_sink,1.0,,,1,1,False,False,False,0.0,0,6,False
100000008389800100,transit,0.6,3,0.5828,отдал 402 тыс. KZT на 7 получателей при поступлениях 189 тыс. KZT: 213 тыс. KZT пришло вне выборки (собраны только исходящие); удержания нет,"R3b.transit: pass_through > 1.2 — отдал больше, чем получил по данным, приток извне выборки",2,False,3,7,189000.0,401620.0,3,8,0.0005050963840560323,0.00015931006851521828,0.0005432287,2.5828e-06,2.124973544973545,0.0,212620.0,0,False,observed_forwarder,0.0,1.0,0.5363278721179224,1,1,False,False,False,0.0,87,1877,True
100000005474472100,terminal,0.9,23,0.4271,"получил 100 тыс. KZT, 1 перевод от 1 плательщика; исходящих переводов 0, они проверены обходом на колене 2","R4a.terminal: исходящих переводов нет, они проверены обходом (depth <= 3)",2,False,1,0,100000.0,0.0,1,0,0.0005449540086863319,0.0,-0.0,0.0,0.0,100000.0,0.0,0,False,observed_sink,1.0,,,1,1,False,False,False,0.0,0,1877,False
100000004486525100,consolidator,1.0,1,0.8072,"сходятся 8 плательщиков на 2 получателей; получено 361 тыс. KZT, отдано дальше 75%, осело 90 тыс. KZT | 5 плательщиков в один день; сквозной транзит за 0 дн. (100% суммы)","R2.consolidator: in_deg >= 4 и out_deg <= max(2, in_deg/2)",2,False,8,2,360924.0,271045.0,21,3,0.0008057988481996686,4.755524433290098e-06,0.0004648711,0.0003017569,0.7509752745730403,89879.0,0.0,0,False,observed_forwarder,0.0,0.0,1.0,5,3,True,True,True,1.0,3,1877,False
100000003031890100,terminal,0.9,24,0.4643,"получил 215 тыс. KZT, 10 переводов от 1 плательщика; исходящих переводов 0, они проверены обходом на колене 2","R4a.terminal: исходящих переводов нет, они проверены обходом (depth <= 3)",2,False,1,0,215000.0,0.0,10,0,0.00039212223001592727,0.0,-0.0,0.0,0.0,215000.0,0.0,0,False,observed_sink,1.0,,,1,1,False,False,False,0.0,0,17,False
100000008624978100,terminal,0.9,19,0.4163,"получил 109 тыс. KZT, 1 перевод от 1 плательщика; исходящих переводов 0, они проверены обходом на колене 2","R4a.terminal: исходящих переводов нет, они проверены обходом (depth <= 3)",2,False,1,0,109000.0,0.0,1,0,0.00033803190556376094,0.0,-0.0,5.7e-08,0.0,109000.0,0.0,0,False,observed_sink,1.0,,,1,1,False,False,False,0.0,0,1877,False
100000000790311100,terminal,0.65,14,0.3277,"получил 46 тыс. KZT, 1 перевод от 1 плательщика; исходящих переводов 0, они проверены обходом на колене 2; сумма ниже медианы графа 50 тыс. KZT — мелкий получатель","R4a.terminal: исходящих переводов нет, они проверены обходом (depth <= 3)",2,False,1,0,46300.0,0.0,1,0,0.00030029921906631226,0.0,-0.0,3.56763e-05,0.0,46300.0,0.0,0,False,observed_sink,1.0,,,1,1,False,False,False,0.0,0,1877,False
100000008546855100,consolidator,0.85,16,0.7269,"сходятся 6 плательщиков на 2 получателей; получено 72 тыс. KZT, отдано дальше 14%, осело 62 тыс. KZT | 5 плательщиков в один день; сквозной транзит за 0 дн. (100% суммы)","R2.consolidator: in_deg >= 4 и out_deg <= max(2, in_deg/2)",2,False,6,2,71790.0,10000.0,8,2,0.0014269758891576874,5.8849614861964964e-05,0.0,0.0002071417,0.1392951664577239,61790.0,0.0,0,False,observed_forwarder,0.0,0.5,1.0,5,2,True,True,True,1.0,3,1877,True
100000002863356100,peripheral,0.5,0,0.3164,"вход 45 тыс. KZT от 1, выход 20 тыс. KZT на 1, пропуск 44% — смешанный профиль: плательщиков меньше 4, получателей меньше 11, пропуск вне зон транзита и осаждения",R5.peripheral,2,False,1,1,45000.0,20000.0,1,1,0.00030085297319428395,1.387027959709612e-06,0.0,0.0,0.4444444444444444,25000.0,0.0,0,False,observed_forwarder,0.0,,,1,1,False,False,False,0.0,1,270,True
100000000332284100,consolidator,1.0,6,0.7506,"сходятся 10 плательщиков на 3 получателей; получено 107 тыс. KZT, отдано дальше 269%, осело 0 KZT | 3 плательщика в один день; сквозной транзит за 0 дн. (100% суммы)","R2.consolidator: in_deg >= 4 и out_deg <= max(2, in_deg/2)",2,False,10,3,107426.0,289500.0,12,3,0.0007170946224349055,0.0001091372663902734,0.0012820006,0.0003565292,2.69487833485376,0.0,182074.0,0,False,observed_forwarder,0.0,0.0,1.0,3,1,True,True,True,1.0,6,1877,True
100000002605308100,terminal,0.9,13,0.7632,"получил 2.6 млн KZT, 7 переводов от 3 плательщиков; исходящих переводов 0, они проверены обходом на колене 2 | дробление: 3 перевода от одного плательщика за день","R4a.terminal: исходящих переводов нет, они проверены обходом (depth <= 3)",2,False,3,0,2569521.84,0.0,7,0,0.0008849814697633063,0.0,-0.0,6.41e-08,0.0,2569521.84,0.0,0,False,observed_sink,1.0,,,1,3,False,False,True,1.0,0,1877,False
100000005931985100,terminal,0.9,12,0.3814,"получил 76 тыс. KZT, 1 перевод от 1 плательщика; исходящих переводов 0, они проверены обходом на колене 2","R4a.terminal: исходящих переводов нет, они проверены обходом (depth <= 3)",2,False,1,0,76000.0,0.0,1,0,0.0003128966445634423,0.0,-0.0,4.09e-08,0.0,76000.0,0.0,0,False,observed_sink,1.0,,,1,1,False,False,False,0.0,0,1877,False
100000001166289100,terminal,0.85,0,0.7295,"из 721 тыс. KZT дальше ушло только 3% (25 тыс. KZT на 1 получателя), осело 696 тыс. KZT — сумма остановилась здесь | сквозной транзит за 1 дн. (100% суммы)",R4b.terminal: дальше уходит не более 26% полученного — сумма осела,2,False,2,1,721039.0,25000.0,10,1,0.0020021280906723808,0.0,0.0,0.0,0.0346721883282319,696039.0,0.0,0,False,observed_forwarder,0.0,1.0,1.0,1,1,True,False,False,1.0,2,270,False
100000008477350100,distributor,1.0,1,0.7313,"веер на 39 получателей, 44 перевода на 3.4 млн KZT; отдал на 2.8 млн KZT больше, чем получил в выборке",R1.distributor: out_deg >= 11,2,False,11,39,610100.0,3374866.0,14,44,0.0010342350786611216,0.0025171940682580047,0.0610598431,0.0005529343,5.531660383543682,0.0,2764766.0,0,False,observed_forwarder,0.0,0.0,0.5698872192258893,2,1,False,False,False,0.5,1595,1877,True
100000003824464100,terminal,0.9,22,0.4502,"получил 200 тыс. KZT, 1 перевод от 1 плательщика; исходящих переводов 0, они проверены обходом на колене 2","R4a.terminal: исходящих переводов нет, они проверены обходом (depth <= 3)",2,False,1,0,200000.0,0.0,1,0,0.0003232476510835702,0.0,-0.0,9.19076e-05,0.0,200000.0,0.0,0,False,observed_sink,1.0,,,1,1,False,False,False,0.0,0,1877,False
100000002738256100,transit,0.587,52,0.5082,"пропускает 117% полученного: вход 150 тыс. KZT от 1, выход 175 тыс. KZT на 1, деньги лежат 1 дн. | сквозной транзит за 1 дн. (100% суммы)","R3a.transit: pass_through в [0.8, 1.2] — прошло почти всё полученное",2,False,1,1,150200.0,175000.0,1,1,0.0005073102992973024,0.0,0.0,0.0,1.1651131824234353,0.0,24800.0,0,False,observed_forwarder,0.0,1.0,1.0,1,1,True,False,False,1.0,4,5,False
100000001857829100,coordinator,0.8,5,0.8059,получает 889 тыс. KZT (топ-5% графа) от 6 плательщиков; 2 из них сами собирают от 4+ плательщиков; отдаёт дальше 269% | 3 плательщика в один день; сквозной транзит за 0 дн. (82% суммы),"R6.coordinator: >= 2 плательщиков-сборщиков (in_deg >= 4) либо >= 2 seed-плательщиков, при in_kzt в топ-5% (614 тыс. KZT) и не seed",2,False,6,16,888535.0,2390993.0,9,16,0.000620479025252112,0.00195959937727883,0.0069908142,0.0020377594,2.690938454872346,0.0,1502458.0,0,False,observed_forwarder,0.0,0.0,0.8154867036415414,3,3,True,True,True,1.0,1595,1877,True
100000008672762100,terminal,0.65,0,0.2081,"получил 13 тыс. KZT, 1 перевод от 1 плательщика; исходящих переводов 0, они проверены обходом на колене 2; сумма ниже медианы графа 50 тыс. KZT — мелкий получатель","R4a.terminal: исходящих переводов нет, они проверены обходом (depth <= 3)",2,False,1,0,13000.0,0.0,1,0,0.0002899845792550884,0.0,-0.0,0.0,0.0,13000.0,0.0,0,False,observed_sink,1.0,,,1,1,False,False,False,0.0,0,270,False
100000001737722100,terminal,0.9,2,0.3712,"получил 60 тыс. KZT, 1 перевод от 1 плательщика; исходящих переводов 0, они проверены обходом на колене 2","R4a.terminal: исходящих переводов нет, они проверены обходом (depth <= 3)",2,False,1,0,60460.0,0.0,1,0,0.00031877593370862,0.0,-0.0,0.0,0.0,60460.0,0.0,0,False,observed_sink,1.0,,,1,1,False,False,False,0.0,0,1877,False
100000005572303100,peripheral,0.5,3,0.3823,"вход 75 тыс. KZT от 1, выход 20 тыс. KZT на 1, пропуск 27% — смешанный профиль: плательщиков меньше 4, получателей меньше 11, пропуск вне зон транзита и осаждения",R5.peripheral,2,False,1,1,75000.0,20000.0,1,1,0.00031327623939934467,3.844048916909496e-05,0.0,2.6036e-06,0.26666666666666666,55000.0,0.0,0,False,observed_forwarder,0.0,,,1,1,False,False,False,0.0,2,1877,True
100000008733049100,terminal,0.65,14,0.1907,"получил 10 тыс. KZT, 1 перевод от 1 плательщика; исходящих переводов 0, они проверены обходом на колене 2; сумма ниже медианы графа 50 тыс. KZT — мелкий получатель","R4a.terminal: исходящих переводов нет, они проверены обходом (depth <= 3)",2,False,1,0,10000.0,0.0,1,0,0.0002887507034719386,0.0,-0.0,3.56763e-05,0.0,10000.0,0.0,0,False,observed_sink,1.0,,,1,1,False,False,False,0.0,0,1877,False
100000000850297100,transit,1.0,9,0.348,"пропускает 100% полученного: вход 18 тыс. KZT от 1, выход 18 тыс. KZT на 1, деньги лежат 0 дн. | сквозной транзит за 0 дн. (100% суммы)","R3a.transit: pass_through в [0.8, 1.2] — прошло почти всё полученное",2,False,1,1,17520.0,17520.0,1,1,0.00029391683130875195,0.0,9.7595e-06,2.32281e-05,1.0,0.0,0.0,0,False,observed_forwarder,0.0,0.0,1.0,1,1,True,False,False,1.0,1658,1877,False
100000005140601100,transit,0.6,5,0.6594,отдал 195 тыс. KZT на 2 получателей при поступлениях 53 тыс. KZT: 143 тыс. KZT пришло вне выборки (собраны только исходящие); удержания нет | сквозной транзит за 2 дн. (97% суммы),"R3b.transit: pass_through > 1.2 — отдал больше, чем получил по данным, приток извне выборки",2,False,3,2,52685.0,195300.0,4,5,0.0027057314547033204,1.9616538287321655e-05,0.0016244594,0.0016302742,3.706937458479643,0.0,142615.0,0,False,observed_forwarder,0.0,2.0,0.9743983614951357,2,1,True,False,False,0.9743983614951357,2,1877,True
100000004410489100,terminal,0.9,2,0.3605,"получил 54 тыс. KZT, 1 перевод от 1 плательщика; исходящих переводов 0, они проверены обходом на колене 2","R4a.terminal: исходящих переводов нет, они проверены обходом (depth <= 3)",2,False,1,0,54000.0,0.0,1,0,0.00031421991061413013,0.0,-0.0,0.0001594807,0.0,54000.0,0.0,0,False,observed_sink,1.0,,,1,1,False,False,False,0.0,0,1877,False
100000006852430100,terminal,0.65,9,0.343,"получил 37 тыс. KZT, 1 перевод от 1 плательщика; исходящих переводов 0, они проверены обходом на колене 2; сумма ниже медианы графа 50 тыс. KZT — мелкий получатель","R4a.terminal: исходящих переводов нет, они проверены обходом (depth <= 3)",2,False,1,0,37000.0,0.0,1,0,0.0005362020040442936,0.0,-0.0,0.0,0.0,37000.0,0.0,0,False,observed_sink,1.0,,,1,1,False,False,False,0.0,0,1877,False
100000003166755100,terminal,0.65,2,0.2566,"получил 24 тыс. KZT, 1 перевод от 1 плательщика; исходящих переводов 0, они проверены обходом на колене 2; сумма ниже медианы графа 50 тыс. KZT — мелкий получатель","R4a.terminal: исходящих переводов нет, они проверены обходом (depth <= 3)",2,False,1,0,24010.0,0.0,1,0,0.000289354410715242,0.0,-0.0,0.0001421682,0.0,24010.0,0.0,0,False,observed_sink,1.0,,,1,1,False,False,False,0.0,0,1877,False
100000008258083100,transit,0.653,30,0.7813,"пропускает 65% полученного: вход 3.1 млн KZT от 2, выход 2 млн KZT на 2, деньги лежат 0 дн. | сквозной транзит за 0 дн. (76% суммы)",R3d.transit: >=60% исходящих в пределах 2 суток после поступления,2,False,2,2,3149500.0,2045650.0,13,6,0.0010500443938968583,7.767356574373826e-05,1.94645e-05,4.53937e-05,0.6495157961581204,1103850.0,0.0,0,False,observed_forwarder,0.0,0.5,0.7646713758463081,1,2,True,False,False,0.7646713758463081,13,1877,False
100000003054328100,transit,0.6,12,0.4228,отдал 194 тыс. KZT на 2 получателей при поступлениях 140 тыс. KZT: 54 тыс. KZT пришло вне выборки (собраны только исходящие); удержания нет,"R3b.transit: pass_through > 1.2 — отдал больше, чем получил по данным, приток извне выборки",2,False,1,2,140000.0,193720.0,1,2,0.0003359091501180967,7.925874055483496e-07,0.0,4.09e-08,1.3837142857142857,0.0,53720.0,0,False,observed_forwarder,0.0,11.0,0.9638653727028701,1,1,False,False,False,0.0,2,1877,True
100000008473207100,terminal,0.9,2,0.474,"получил 202 тыс. KZT, 4 перевода от 1 плательщика; исходящих переводов 0, они проверены обходом на колене 2","R4a.terminal: исходящих переводов нет, они проверены обходом (depth <= 3)",2,False,1,0,202000.0,0.0,4,0,0.000556205607395318,0.0,-0.0,0.0,0.0,202000.0,0.0,0,False,observed_sink,1.0,,,1,1,False,False,False,0.0,0,1877,False
100000008104567100,peripheral,0.5,8,0.4662,"вход 54 тыс. KZT от 3, выход 40 тыс. KZT на 3, пропуск 75% — смешанный профиль: плательщиков меньше 4, получателей меньше 11, пропуск вне зон транзита и осаждения",R5.peripheral,2,False,3,3,53550.0,40000.0,3,4,0.0005380423675699446,0.0020260185309577375,1.2232e-06,2.83259e-05,0.7469654528478058,13550.0,0.0,0,False,observed_forwarder,0.0,2.0,0.3,1,1,False,False,False,0.0,1595,1877,True
100000002721825100,terminal,0.65,1,0.248,"получил 11 тыс. KZT, 1 перевод от 1 плательщика; исходящих переводов 0, они проверены обходом на колене 2; сумма ниже медианы графа 50 тыс. KZT — мелкий получатель","R4a.terminal: исходящих переводов нет, они проверены обходом (depth <= 3)",2,False,1,0,11000.0,0.0,1,0,0.0005314143750831572,0.0,-0.0,0.0,0.0,11000.0,0.0,0,False,observed_sink,1.0,,,1,1,False,False,False,0.0,0,1877,False
100000003509750100,transit,0.882,7,0.6034,"пропускает 95% полученного: вход 82 тыс. KZT от 3, выход 78 тыс. KZT на 3, деньги лежат 1 дн. | сквозной транзит за 1 дн. (74% суммы)","R3a.transit: pass_through в [0.8, 1.2] — прошло почти всё полученное",2,False,3,3,82290.0,78400.0,4,5,0.001687048026555679,1.981468513870874e-06,0.0,2.91844e-05,0.9527281565196257,3890.0,0.0,0,False,observed_forwarder,0.0,1.0,0.7448979591836735,1,1,True,False,False,0.7448979591836735,3,1877,True
100000007322059100,transit,0.638,32,0.4475,"пропускает 78% полученного: вход 29 тыс. KZT от 2, выход 22 тыс. KZT на 1, деньги лежат 2 дн.",R3d.transit: >=60% исходящих в пределах 2 суток после поступления,2,False,2,1,29000.0,22500.0,2,2,0.0006801571631888173,4.0025663980191654e-05,0.0,0.0,0.7758620689655172,6500.0,0.0,0,False,observed_forwarder,0.0,2.5,0.6888888888888889,1,1,False,False,False,0.0,2,1877,True
100000004441291100,terminal,0.65,2,0.2909,"получил 20 тыс. KZT, 1 перевод от 1 плательщика; исходящих переводов 0, они проверены обходом на колене 2; сумма ниже медианы графа 50 тыс. KZT — мелкий получатель","R4a.terminal: исходящих переводов нет, они проверены обходом (depth <= 3)",2,False,1,0,20000.0,0.0,1,0,0.0005488430695675697,0.0,-0.0,0.0,0.0,20000.0,0.0,0,False,observed_sink,1.0,,,1,1,False,False,False,0.0,0,1877,False
100000006122699100,terminal,0.65,3,0.4866,"получил 46 тыс. KZT, 2 перевода от 2 плательщиков; исходящих переводов 0, они проверены обходом на колене 2; сумма ниже медианы графа 50 тыс. KZT — мелкий получатель","R4a.terminal: исходящих переводов нет, они проверены обходом (depth <= 3)",2,False,2,0,45865.0,0.0,2,0,0.0004047064849586182,0.0,-0.0,7.4033e-06,0.0,45865.0,0.0,0,False,observed_sink,1.0,,,2,1,False,False,False,0.5,0,1877,False
100000008254069100,transit,0.6,18,0.4623,отдал 108 тыс. KZT на 5 получателей при поступлениях 10 тыс. KZT: 97 тыс. KZT пришло вне выборки (собраны только исходящие); удержания нет,"R3b.transit: pass_through > 1.2 — отдал больше, чем получил по данным, приток извне выборки",2,False,1,5,10200.0,107500.0,2,6,0.00034248614123752176,9.351210406461278e-05,5.52894e-05,0.0,10.53921568627451,0.0,97300.0,0,False,observed_forwarder,0.0,8.0,0.09302325581395349,1,2,False,False,False,0.5,10,1877,True
100000003336565100,terminal,0.65,0,0.2287,"получил 17 тыс. KZT, 1 перевод от 1 плательщика; исходящих переводов 0, они проверены обходом на колене 2; сумма ниже медианы графа 50 тыс. KZT — мелкий получатель","R4a.terminal: исходящих переводов нет, они проверены обходом (depth <= 3)",2,False,1,0,16550.0,0.0,1,0,0.0002911902917077179,0.0,-0.0,0.0,0.0,16550.0,0.0,0,False,observed_sink,1.0,,,1,1,False,False,False,0.0,0,270,False
100000002492277100,terminal,0.9,2,0.418,"получил 138 тыс. KZT, 1 перевод от 1 плательщика; исходящих переводов 0, они проверены обходом на колене 2","R4a.terminal: исходящих переводов нет, они проверены обходом (depth <= 3)",2,False,1,0,138500.0,0.0,1,0,0.0003074034730996861,0.0,-0.0,0.0001421682,0.0,138500.0,0.0,0,False,observed_sink,1.0,,,1,1,False,False,False,0.0,0,1877,False
100000001339466100,terminal,0.65,2,0.2988,"получил 30 тыс. KZT, 1 перевод от 1 плательщика; исходящих переводов 0, они проверены обходом на колене 2; сумма ниже медианы графа 50 тыс. KZT — мелкий получатель","R4a.terminal: исходящих переводов нет, они проверены обходом (depth <= 3)",2,False,1,0,30000.0,0.0,1,0,0.00030390187452179355,0.0,-0.0,0.0001427673,0.0,30000.0,0.0,0,False,observed_sink,1.0,,,1,1,False,False,False,0.0,0,1877,False
100000005022964100,terminal,0.65,2,0.2706,"получил 20 тыс. KZT, 1 перевод от 1 плательщика; исходящих переводов 0, они проверены обходом на колене 2; сумма ниже медианы графа 50 тыс. KZT — мелкий получатель","R4a.terminal: исходящих переводов нет, они проверены обходом (depth <= 3)",2,False,1,0,20000.0,0.0,1,0,0.00032736478588998896,0.0,-0.0,0.0,0.0,20000.0,0.0,0,False,observed_sink,1.0,,,1,1,False,False,False,0.0,0,1877,False
100000003112436100,terminal,0.9,3,0.3957,"получил 100 тыс. KZT, 1 перевод от 1 плательщика; исходящих переводов 0, они проверены обходом на колене 2","R4a.terminal: исходящих переводов нет, они проверены обходом (depth <= 3)",2,False,1,0,100000.0,0.0,1,0,0.0003021326407143051,0.0,-0.0,4.0408e-06,0.0,100000.0,0.0,0,False,observed_sink,1.0,,,1,1,False,False,False,0.0,0,1877,False
100000000489417100,transit,0.779,10,0.6081,"пропускает 109% полученного: вход 74 тыс. KZT от 3, выход 80 тыс. KZT на 1, деньги лежат 0 дн. | сквозной транзит за 0 дн. (100% суммы)","R3a.transit: pass_through в [0.8, 1.2] — прошло почти всё полученное",2,False,3,1,73504.0,80000.0,3,1,0.0005517574141078721,1.4045481435864877e-05,0.0013727344,0.0001422896,1.0883761427949499,0.0,6496.0,0,False,observed_forwarder,0.0,0.0,1.0,2,1,True,False,False,1.0,3,1877,False
100000002217161100,transit,0.6,35,0.7024,отдал 995 тыс. KZT на 7 получателей при поступлениях 405 тыс. KZT: 590 тыс. KZT пришло вне выборки (собраны только исходящие); удержания нет | сквозной транзит за 1 дн. (95% суммы),"R3b.transit: pass_through > 1.2 — отдал больше, чем получил по данным, приток извне выборки",2,False,2,7,404750.0,995132.0,15,19,0.000891569456171597,0.00015514898463608943,0.0,5.21349e-05,2.4586337245213095,0.0,590382.0,0,False,observed_forwarder,0.0,1.0,0.9497554093326313,1,2,True,False,False,0.9497554093326313,8,1877,True
100000002469065100,terminal,0.9,3,0.4485,"получил 200 тыс. KZT, 1 перевод от 1 плательщика; исходящих переводов 0, они проверены обходом на колене 2","R4a.terminal: исходящих переводов нет, они проверены обходом (depth <= 3)",2,False,1,0,200000.0,0.0,1,0,0.00031869598721132004,0.0,-0.0,4.0408e-06,0.0,200000.0,0.0,0,False,observed_sink,1.0,,,1,1,False,False,False,0.0,0,1877,False
100000007337374100,terminal,0.65,0,0.2467,"получил 20 тыс. KZT, 2 перевода от 1 плательщика; исходящих переводов 0, они проверены обходом на колене 2; сумма ниже медианы графа 50 тыс. KZT — мелкий получатель","R4a.terminal: исходящих переводов нет, они проверены обходом (depth <= 3)",2,False,1,0,20000.0,0.0,2,0,0.0002923620404292874,0.0,-0.0,0.0,0.0,20000.0,0.0,0,False,observed_sink,1.0,,,1,1,False,False,False,0.0,0,270,False
100000003249054100,consolidator,0.975,2,0.6836,"сходятся 7 плательщиков на 1 получателя; получено 100 тыс. KZT, отдано дальше 15%, осело 85 тыс. KZT | дробление: 11 поступлений по 9 тыс. в среднем","R2.consolidator: in_deg >= 4 и out_deg <= max(2, in_deg/2)",2,False,7,1,99700.0,15000.0,11,1,0.00043146322860656444,3.962937027741748e-05,0.0,0.0003818541,0.15045135406218657,84700.0,0.0,0,False,observed_forwarder,0.0,4.0,0.0,2,2,False,False,True,0.5,2,1877,True
100000003024542100,terminal,0.65,2,0.2121,"получил 8 тыс. KZT, 1 перевод от 1 плательщика; исходящих переводов 0, они проверены обходом на колене 2; сумма ниже медианы графа 50 тыс. KZT — мелкий получатель","R4a.terminal: исходящих переводов нет, они проверены обходом (depth <= 3)",2,False,1,0,8500.0,0.0,1,0,0.00031794749343884177,0.0,-0.0,0.0,0.0,8500.0,0.0,0,False,observed_sink,1.0,,,1,1,False,False,False,0.0,0,1877,False
100000002718366100,consolidator,0.85,4,0.8331,"сходятся 6 плательщиков на 0 получателей; получено 2.5 млн KZT, отдано дальше 0%, осело 2.5 млн KZT | 3 плательщика в один день","R2.consolidator: in_deg >= 4 и out_deg <= max(2, in_deg/2)",2,False,6,0,2525000.0,0.0,10,0,0.0006811994866182274,0.0,-0.0,7.9323e-06,0.0,2525000.0,0.0,0,False,observed_sink,1.0,,,3,2,False,True,False,1.0,0,1877,False
100000005059998100,terminal,0.65,2,0.2442,"получил 18 тыс. KZT, 1 перевод от 1 плательщика; исходящих переводов 0, они проверены обходом на колене 2; сумма ниже медианы графа 50 тыс. KZT — мелкий получатель","R4a.terminal: исходящих переводов нет, они проверены обходом (depth <= 3)",2,False,1,0,18000.0,0.0,1,0,0.0002959172747769886,0.0,-0.0,5.31019e-05,0.0,18000.0,0.0,0,False,observed_sink,1.0,,,1,1,False,False,False,0.0,0,1877,False
100000004071070100,terminal,0.85,1,0.5501,"из 41 тыс. KZT дальше ушло только 15% (6 тыс. KZT на 1 получателя), осело 35 тыс. KZT — сумма остановилась здесь | сквозной транзит за 1 дн. (100% суммы)",R4b.terminal: дальше уходит не более 26% полученного — сумма осела,2,False,2,1,41000.0,6000.0,5,1,0.0011875923340219261,0.0,0.0039425921,0.0006479966,0.14634146341463414,35000.0,0.0,0,False,observed_forwarder,0.0,1.0,1.0,1,1,True,False,False,1.0,2,1877,False
100000001584286100,terminal,0.9,12,0.6484,"получил 739 тыс. KZT, 3 перевода от 2 плательщиков; исходящих переводов 0, они проверены обходом на колене 2","R4a.terminal: исходящих переводов нет, они проверены обходом (depth <= 3)",2,False,2,0,738699.0,0.0,3,0,0.000328484994070642,0.0,-0.0,7.671e-07,0.0,738699.0,0.0,0,False,observed_sink,1.0,,,1,2,False,False,False,0.5,0,1877,False
100000008701256100,terminal,0.9,5,0.3602,"получил 58 тыс. KZT, 1 перевод от 1 плательщика; исходящих переводов 0, они проверены обходом на колене 2","R4a.terminal: исходящих переводов нет, они проверены обходом (depth <= 3)",2,False,1,0,58250.0,0.0,1,0,0.00030374263490071714,0.0,-0.0,4.84058e-05,0.0,58250.0,0.0,0,False,observed_sink,1.0,,,1,1,False,False,False,0.0,0,1877,False
100000001490461100,terminal,0.75,8,0.3005,"из 20 тыс. KZT дальше ушло только 25% (5 тыс. KZT на 1 получателя), осело 15 тыс. KZT — сумма остановилась здесь",R4b.terminal: дальше уходит не более 26% полученного — сумма осела,2,False,1,1,20000.0,5000.0,1,1,0.00032099043429899293,2.19943005039667e-05,0.0,0.0,0.25,15000.0,0.0,0,False,observed_forwarder,0.0,12.0,0.0,1,1,False,False,False,0.0,1,1877,True
100000008531186100,terminal,0.9,2,0.4276,"получил 125 тыс. KZT, 1 перевод от 1 плательщика; исходящих переводов 0, они проверены обходом на колене 2","R4a.terminal: исходящих переводов нет, они проверены обходом (depth <= 3)",2,False,1,0,125000.0,0.0,1,0,0.0003619550454860541,0.0,-0.0,0.0001427673,0.0,125000.0,0.0,0,False,observed_sink,1.0,,,1,1,False,False,False,0.0,0,1877,False
100000004765639100,transit,0.6,1,0.2375,отдал 11 тыс. KZT на 2 получателей при поступлениях 5 тыс. KZT: 6 тыс. KZT пришло вне выборки (собраны только исходящие); удержания нет,"R3b.transit: pass_through > 1.2 — отдал больше, чем получил по данным, приток извне выборки",2,False,1,2,5000.0,11000.0,1,2,0.00036185625061451924,0.0,0.0009381957,1.421e-07,2.2,0.0,6000.0,0,False,observed_forwarder,0.0,0.0,0.5454545454545454,1,1,False,False,False,0.0,18,1877,False
100000002983879100,terminal,0.9,2,0.5417,"получил 200 тыс. KZT, 2 перевода от 2 плательщиков; исходящих переводов 0, они проверены обходом на колене 2","R4a.terminal: исходящих переводов нет, они проверены обходом (depth <= 3)",2,False,2,0,200050.0,0.0,2,0,0.0003580797764870854,0.0,-0.0,0.0030829414,0.0,200050.0,0.0,0,False,observed_sink,1.0,,,1,1,False,False,False,0.0,0,1877,False
